0x77ee665067b63b04 202466.100000
0x8c43f36514c9b2dc 202856.100000
0x871051ca95487dce 194732.200000
0xa0b4435a38998748 197415.300000
0x1bba4842670efaf1 191236.000000
0x8a594c67beb69073 202729.800000
0xbdf0ed8c777b0415 205684.000000
0x2afbf975b2b54d02 193610.300000
0x70ca968905e794d9 193516.300000
0x9abbec9b62b4999e 201282.800000
0x428c2752a8ad7dd5 182558.900000
0x2d28c08278051722 199533.500000
0xa4a544021d8cfe2e 190696.700000
0x245922dbd5e939f2 207446.900000
0x80a60dffc5769695 194271.900000
0x9f98a34f352b92f1 201685.900000
0xac9b93649ac42197 194740.400000
0x41794c282b2a2bcc 205233.000000
0xa5d79051cb01c7f9 198188.200000
0x4b5dac0511cf5762 204620.000000
0x3ab0c90c14e82800 191307.300000
0xf48b0672a38125d2 185807.200000
0x2c65b127dcd95f7b 200352.200000
0xb5c45a7299ea622b 193136.000000
0x2b9dd5221a7618c4 193467.300000
0xe5be9e7324665983 198156.000000
0xa74d6758a2b2ff73 190939.800000
0x680895b15cfa5df7 195602.000000
0xf4dfe4ea3730b4e9 192770.200000
0x5c5bd1af8e2b5dc7 195134.500000
0x07f0006fa91c2495 201637.900000
0x6da4c36f534b8572 194033.200000
0x4df0be784f76a734 201568.200000
0x3509e0bccb8cd925 187440.800000
0x7d77583b7bc17d02 189423.900000
0x8f3907edd7982d5e 201331.200000
0x61fd9804c93e4314 204044.800000
0x1251ee9ff5598718 194591.600000
0xe9be9da8a630c859 195502.500000
0x3f516d25d27131b7 197791.500000
0x6dfe1d0238fd5051 201630.100000
0xeef77d01b9013c11 204281.700000
0x08e49633b0eaf548 203396.600000
0x1b605144293c23fc 197294.000000
0x2f47891d234471bc 197199.200000
0x8edf0837729f2953 192633.100000
0x03665cc55772b3f5 197384.900000
0xb6f7134f252fb48e 190316.400000
0xb70f0dd9caee4cca 197441.200000
0x893c2672f8199cb0 187139.300000
0xe8ead77e87c38990 189754.900000
0x9e100df80c6aec84 195139.100000
0xe24dbd2fe3402748 182979.400000
0x7f5c66fb6782c6d6 195019.900000
0x367f86b6db67b6ca 191811.700000
0x88c5faf3c1dcf5f6 192477.000000
0x8ca7c2ee53d96c7a 191713.200000
0xf29037859c4c74d1 196150.300000
0xd87f9eecb6fab6c3 194158.500000
0x70ec376d3001bc5c 189303.700000
0x0a15244b1f8eadbc 190026.900000
0x84cd9753e5e98d8c 188622.700000
0x5e7164a158e574bd 200891.700000
0xb758eb6576c0a52a 195428.200000
0x860c13080f6b967b 187767.400000
0xa00970adecad6fe4 196525.800000
0xe4b17cfca0f54208 201992.600000
0xf3d467d7fd3a468e 190948.400000
0x94d4d03384f7d132 193158.800000
0x64aeafa559679646 189433.800000
0x25c3be4a300f7387 191868.800000
0xa1af3802992bde9a 199196.100000
0x40ca20f96742b965 195362.300000
0x0ba68ab1afe851bf 187446.100000
0x6ad2adb363e889d8 198460.000000
0x286bdb31b2a7683b 197479.400000
0x84e5f10eb085c85f 196689.600000
0x4afda4ebb6359dd9 200076.000000
0xdcf4d32d888c6b36 203590.600000
0xa4e32058c7e62eb1 202707.700000
0xff7a2014be48cb4f 191702.700000
0x6a9ec70206d30012 202990.400000
0xe811e022212ec6f5 191369.400000
